哀	year	sum(match_count)	sum(volume_count)
恐慌	1954	50	25
恐慌	1953	86	23
恐慌	1952	8	8
恐慌	1951	18	16
恐慌	1950	64	21
恐慌	1949	24	16
恐慌	1948	38	19
恐慌	1947	32	13
恐慌	1946	6	4
恐慌	1945	10	7
恐慌	1944	4	2
恐慌	1943	8	6
恐慌	1942	2	2
恐慌	1941	4	4
恐慌	1940	12	6
恐慌	1939	30	13
恐慌	1938	12	10
恐慌	1937	12	10
恐慌	1936	32	8
恐慌	1935	28	15
恐慌	1934	12	6
恐慌	1933	68	22
恐慌	1932	58	21
恐慌	1931	26	5
恐慌	1930	26	16
恐慌	1929	8	4
恐慌	1927	20	14
恐慌	1926	2	2
恐慌	1924	8	3
恐慌	1923	8	4
恐慌	1920	2	2
恐慌	1906	20	3
恐慌	1900	22	12
恐惧	year	sum(match_count)	sum(volume_count)
恐惧	2000	36238	8955
恐惧	1999	33216	8406
恐惧	1998	36056	8283
恐惧	1997	28658	7078
恐惧	1996	29328	7065
恐惧	1995	26986	6965
恐惧	1994	27036	6714
恐惧	1993	31850	8277
恐惧	1992	27608	7165
恐惧	1991	23926	6406
恐惧	1990	22072	6295
恐惧	1989	27892	7544
恐惧	1988	27444	7889
恐惧	1987	25270	7312
恐惧	1986	22384	6937
恐惧	1985	21852	7248
恐惧	1984	17246	6614
恐惧	1983	16290	5313
恐惧	1982	13498	4950
恐惧	1981	11472	4462
恐惧	1980	9274	3615
恐惧	1979	7130	2884
恐惧	1978	2514	1321
恐惧	1977	1200	624
恐惧	1976	866	497
恐惧	1975	966	545
恐惧	1974	864	509
恐惧	1973	514	346
恐惧	1972	552	302
恐惧	1971	202	112
恐惧	1970	82	48
恐惧	1969	76	46
恐惧	1968	44	34
恐惧	1967	48	28
恐惧	1966	204	158
恐惧	1965	700	326
恐惧	1964	852	388
恐惧	1963	976	490
恐惧	1962	1358	614
恐惧	1961	748	297
恐惧	1960	514	262
恐惧	1959	1256	691
恐惧	1958	1566	723
恐惧	1957	1198	655
恐惧	1956	1014	442
恐惧	1955	398	166
恐惧	1954	68	23
恐惧	1953	40	17
恐惧	1952	6	6
恐惧	1951	30	8
恐惧	1950	18	10
恐惧	1949	24	9
恐惧	1948	24	9
恐惧	1947	4	2
恐惧	1945	22	4
恐惧	1940	2	2
恐惧	1938	6	2
恐惧	1937	16	4
恐惧	1936	32	15
恐惧	1935	2	2
恐惧	1934	16	8
恐惧	1933	6	3
恐惧	1932	10	7
恐惧	1930	12	7
恐惧	1929	4	3
恐惧	1928	2	2
恐惧	1927	2	2
恐惧	1923	4	4
恐惧	1903	4	2
恐惧	1900	66	18
口诛笔伐	year	sum(match_count)	sum(volume_count)
口诛笔伐	2000	84	83
口诛笔伐	1999	92	90
口诛笔伐	1998	95	87
口诛笔伐	1997	84	84
口诛笔伐	1996	55	53
口诛笔伐	1995	60	60
口诛笔伐	1994	56	56
口诛笔伐	1993	79	71
口诛笔伐	1992	50	48
口诛笔伐	1991	58	57
口诛笔伐	1990	40	40
口诛笔伐	1989	69	66
口诛笔伐	1988	43	43
口诛笔伐	1987	26	26
口诛笔伐	1986	26	26
口诛笔伐	1985	20	20
口诛笔伐	1984	50	50
口诛笔伐	1983	43	43
口诛笔伐	1982	43	37
口诛笔伐	1981	32	32
口诛笔伐	1980	38	36
口诛笔伐	1979	14	14
口诛笔伐	1978	8	8
口诛笔伐	1977	4	4
口诛笔伐	1976	10	10
口诛笔伐	1975	8	8
口诛笔伐	1974	16	16
口诛笔伐	1973	4	4
口诛笔伐	1972	2	2
口诛笔伐	1971	6	6
口诛笔伐	1957	1	1
哭丧着脸	year	sum(match_count)	sum(volume_count)
哭丧着脸	2000	20	20
哭丧着脸	1999	16	16
哭丧着脸	1998	14	14
哭丧着脸	1997	17	17
哭丧着脸	1996	3	3
哭丧着脸	1995	4	4
哭丧着脸	1994	12	12
哭丧着脸	1993	8	8
哭丧着脸	1992	4	4
哭丧着脸	1991	15	15
哭丧着脸	1990	21	21
哭丧着脸	1989	21	21
哭丧着脸	1988	13	13
哭丧着脸	1987	11	11
哭丧着脸	1986	24	24
哭丧着脸	1985	26	26
哭丧着脸	1984	24	24
哭丧着脸	1983	16	16
哭丧着脸	1982	17	17
哭丧着脸	1981	26	26
哭丧着脸	1980	9	9
哭丧着脸	1979	2	2
哭丧着脸	1977	1	1
哭丧着脸	1976	1	1
哭丧着脸	1975	2	2
哭丧着脸	1965	1	1
哭丧着脸	1953	2	2
哭笑不得	year	sum(match_count)	sum(volume_count)
哭笑不得	2000	124	124
哭笑不得	1999	172	164
哭笑不得	1998	237	219
哭笑不得	1997	135	129
哭笑不得	1996	80	80
哭笑不得	1995	114	104
哭笑不得	1994	114	108
哭笑不得	1993	154	140
哭笑不得	1992	88	88
哭笑不得	1991	76	74
哭笑不得	1990	52	50
哭笑不得	1989	98	92
哭笑不得	1988	115	111
哭笑不得	1987	66	66
哭笑不得	1986	78	74
哭笑不得	1985	126	124
哭笑不得	1984	104	104
哭笑不得	1983	73	73
哭笑不得	1982	46	46
哭笑不得	1981	84	74
哭笑不得	1980	30	28
哭笑不得	1979	14	14
哭笑不得	1978	2	2
哭笑不得	1977	14	12
哭笑不得	1974	6	6
哭笑不得	1973	4	4
哭笑不得	1965	2	2
哭笑不得	1963	2	2
哭笑不得	1961	2	2
哭笑不得	1958	4	4
苦闷	year	sum(match_count)	sum(volume_count)
苦闷	2000	7030	3418
苦闷	1999	7460	3544
苦闷	1998	8224	3551
苦闷	1997	6922	3014
苦闷	1996	6774	3085
苦闷	1995	6540	3027
苦闷	1994	7080	3048
苦闷	1993	8990	3804
苦闷	1992	8452	3267
苦闷	1991	7018	2975
苦闷	1990	8452	3328
苦闷	1989	10054	3933
苦闷	1988	11580	4608
苦闷	1987	10762	4143
苦闷	1986	12862	4524
苦闷	1985	13334	4788
苦闷	1984	13556	4882
苦闷	1983	10728	3914
苦闷	1982	10116	3712
苦闷	1981	9326	3514
苦闷	1980	6442	2629
苦闷	1979	4534	1944
苦闷	1978	1386	617
苦闷	1977	380	210
苦闷	1976	260	146
苦闷	1975	184	103
苦闷	1974	156	113
苦闷	1973	222	135
苦闷	1972	84	65
苦闷	1971	108	43
苦闷	1970	66	40
苦闷	1969	82	41
苦闷	1968	4	4
苦闷	1967	16	14
苦闷	1966	154	64
苦闷	1965	118	89
苦闷	1964	210	121
苦闷	1963	440	223
苦闷	1962	502	272
苦闷	1961	220	132
苦闷	1960	112	87
苦闷	1959	630	306
苦闷	1958	436	285
苦闷	1957	530	305
苦闷	1956	390	254
苦闷	1955	30	17
苦闷	1954	12	8
苦闷	1953	12	8
苦闷	1951	6	6
苦闷	1950	6	6
苦闷	1949	8	7
苦闷	1948	2	2
苦闷	1947	2	2
苦闷	1946	8	4
苦闷	1945	2	2
苦闷	1942	2	2
苦闷	1941	2	2
苦闷	1938	34	15
苦闷	1937	4	2
苦闷	1936	6	3
苦闷	1935	6	2
苦闷	1934	14	5
苦闷	1933	6	5
苦闷	1932	6	4
苦闷	1930	4	2
苦闷	1929	4	2
苦闷	1928	2	2
苦闷	1926	8	6
苦闷	1922	2	2
苦闷	1906	2	2
苦闷	1900	16	12
苦恼	year	sum(match_count)	sum(volume_count)
苦恼	2000	9474	4967
苦恼	1999	10530	4957
苦恼	1998	10738	5066
苦恼	1997	8536	4121
苦恼	1996	8586	4213
苦恼	1995	8416	4073
苦恼	1994	9134	4260
苦恼	1993	10502	4917
苦恼	1992	9575	4381
苦恼	1991	8168	3869
苦恼	1990	8744	4004
苦恼	1989	11371	5131
苦恼	1988	13705	5793
苦恼	1987	12434	5168
苦恼	1986	14512	5413
苦恼	1985	15398	5804
苦恼	1984	14299	5561
苦恼	1983	12642	4781
苦恼	1982	11942	4445
苦恼	1981	10288	3859
苦恼	1980	7272	3045
苦恼	1979	5435	2475
苦恼	1978	1552	917
苦恼	1977	520	318
苦恼	1976	194	143
苦恼	1975	276	181
苦恼	1974	206	128
苦恼	1973	400	217
苦恼	1972	238	145
苦恼	1971	90	67
苦恼	1970	32	21
苦恼	1969	10	10
苦恼	1968	16	13
苦恼	1967	26	25
苦恼	1966	162	112
苦恼	1965	456	300
苦恼	1964	757	376
苦恼	1963	612	349
苦恼	1962	894	416
苦恼	1961	224	155
苦恼	1960	280	179
苦恼	1959	993	538
苦恼	1958	775	509
苦恼	1957	834	461
苦恼	1956	622	330
苦恼	1955	74	54
苦恼	1954	10	8
苦恼	1953	24	15
苦恼	1952	2	2
苦恼	1951	16	5
苦恼	1950	24	3
苦恼	1949	16	9
苦恼	1948	4	4
苦恼	1947	4	4
苦恼	1946	4	4
苦恼	1945	12	3
苦恼	1944	10	4
苦恼	1941	6	6
苦恼	1939	10	3
苦恼	1938	20	9
苦恼	1936	32	29
苦恼	1934	2	2
苦恼	1933	6	5
苦恼	1932	2	2
苦恼	1931	6	2
苦恼	1930	6	4
苦恼	1929	4	4
苦恼	1927	2	2
苦恼	1926	6	5
苦恼	1924	2	2
苦恼	1923	2	2
苦恼	1921	4	2
苦恼	1920	4	3
苦恼	1900	20	13
苦涩	year	sum(match_count)	sum(volume_count)
苦涩	2000	2424	1817
苦涩	1999	2820	1985
苦涩	1998	2954	2021
苦涩	1997	2616	1731
苦涩	1996	2478	1717
苦涩	1995	2426	1634
苦涩	1994	2182	1443
苦涩	1993	2880	1968
苦涩	1992	2224	1430
苦涩	1991	1952	1260
苦涩	1990	1847	1230
苦涩	1989	2088	1416
苦涩	1988	2182	1419
苦涩	1987	1986	1292
苦涩	1986	2140	1419
苦涩	1985	2036	1354
苦涩	1984	1776	1235
苦涩	1983	1422	996
苦涩	1982	1178	846
苦涩	1981	904	627
苦涩	1980	596	449
苦涩	1979	260	218
苦涩	1978	66	64
苦涩	1977	16	16
苦涩	1976	22	18
苦涩	1975	6	6
苦涩	1974	14	14
苦涩	1973	26	23
苦涩	1971	8	7
苦涩	1967	2	2
苦涩	1966	6	6
苦涩	1965	4	4
苦涩	1964	16	16
苦涩	1963	10	5
苦涩	1962	46	31
苦涩	1961	2	2
苦涩	1960	4	4
苦涩	1959	28	28
苦涩	1958	22	22
苦涩	1957	18	15
苦涩	1956	8	8
苦涩	1955	4	4
苦涩	1954	2	2
苦涩	1953	2	2
苦涩	1951	4	3
苦涩	1949	2	2
宽恕	year	sum(match_count)	sum(volume_count)
宽恕	2000	4882	2345
宽恕	1999	3814	2240
宽恕	1998	3976	2463
宽恕	1997	3298	1986
宽恕	1996	2724	1861
宽恕	1995	2658	1726
宽恕	1994	2878	1963
宽恕	1993	3397	2310
宽恕	1992	2606	1712
宽恕	1991	2476	1622
宽恕	1990	2270	1601
宽恕	1989	3148	2095
宽恕	1988	3239	2100
宽恕	1987	2756	1887
宽恕	1986	3404	2178
宽恕	1985	3416	2250
宽恕	1984	2778	1966
宽恕	1983	2852	1813
宽恕	1982	2786	1753
宽恕	1981	2360	1564
宽恕	1980	1722	1147
宽恕	1979	1374	909
宽恕	1978	496	362
宽恕	1977	162	126
宽恕	1976	104	87
宽恕	1975	110	88
宽恕	1974	246	172
宽恕	1973	190	111
宽恕	1972	140	88
宽恕	1971	42	32
宽恕	1970	28	20
宽恕	1969	10	5
宽恕	1968	30	16
宽恕	1967	2	2
宽恕	1966	24	15
宽恕	1965	20	20
宽恕	1964	122	91
宽恕	1963	118	103
宽恕	1962	236	145
宽恕	1961	72	50
宽恕	1960	46	34
宽恕	1959	132	118
宽恕	1958	94	89
宽恕	1957	156	125
宽恕	1956	116	104
宽恕	1955	82	66
宽恕	1954	6	6
宽恕	1953	26	12
宽恕	1952	4	4
宽恕	1951	4	3
宽恕	1950	8	4
宽恕	1949	2	2
宽恕	1946	4	4
宽恕	1941	4	2
宽恕	1938	8	7
宽恕	1937	8	5
宽恕	1936	2	2
宽恕	1935	2	2
宽恕	1934	2	2
宽恕	1933	6	2
宽恕	1930	4	4
宽恕	1928	2	2
宽恕	1927	2	2
宽恕	1921	2	2
宽恕	1908	6	3
宽恕	1903	4	2
宽恕	1900	12	10
狂怒	year	sum(match_count)	sum(volume_count)
狂怒	2000	180	127
狂怒	1999	136	128
狂怒	1998	202	170
狂怒	1997	136	123
狂怒	1996	170	149
狂怒	1995	116	112
狂怒	1994	138	120
狂怒	1993	205	194
狂怒	1992	134	129
狂怒	1991	136	120
狂怒	1990	146	126
狂怒	1989	225	207
狂怒	1988	214	192
狂怒	1987	227	201
狂怒	1986	259	219
狂怒	1985	269	244
狂怒	1984	246	226
狂怒	1983	211	188
狂怒	1982	176	158
狂怒	1981	194	177
狂怒	1980	109	105
狂怒	1979	132	121
狂怒	1978	56	51
狂怒	1977	25	23
狂怒	1976	6	6
狂怒	1975	16	16
狂怒	1974	8	8
狂怒	1973	10	10
狂怒	1972	16	14
狂怒	1971	6	4
狂怒	1966	2	2
狂怒	1965	8	8
狂怒	1964	4	4
狂怒	1963	10	9
狂怒	1962	18	14
狂怒	1961	8	8
狂怒	1960	12	10
狂怒	1959	10	10
狂怒	1958	8	8
狂怒	1957	14	14
狂怒	1956	46	41
狂怒	1955	4	4
狂怒	1950	6	5
狂怒	1937	2	2
亏心	year	sum(match_count)	sum(volume_count)
亏心	2000	32	32
亏心	1999	55	53
亏心	1998	47	47
亏心	1997	50	50
亏心	1996	28	28
亏心	1995	34	32
亏心	1994	26	26
亏心	1993	60	60
亏心	1992	36	36
亏心	1991	38	36
亏心	1990	12	12
亏心	1989	10	10
亏心	1988	37	34
亏心	1987	60	57
亏心	1986	22	22
亏心	1985	48	48
亏心	1984	88	88
亏心	1983	19	19
亏心	1982	28	28
亏心	1981	26	26
亏心	1980	20	20
亏心	1979	16	16
亏心	1978	12	12
亏心	1977	6	6
亏心	1973	4	4
亏心	1964	6	6
亏心	1962	2	2
亏心	1961	4	4
亏心	1960	2	2
亏心	1959	6	6
愧	year	sum(match_count)	sum(volume_count)
愧	2000	1449	1254
愧	1999	1517	1308
愧	1998	1710	1410
愧	1997	1470	1207
愧	1996	1271	1104
愧	1995	1093	990
愧	1994	1189	1038
愧	1993	1338	1166
愧	1992	1185	1008
愧	1991	1131	913
愧	1990	1020	911
愧	1989	1223	1039
愧	1988	1200	1021
愧	1987	1168	989
愧	1986	1369	1181
愧	1985	1517	1248
愧	1984	1317	1144
愧	1983	1088	938
愧	1982	985	836
愧	1981	809	683
愧	1980	627	547
愧	1979	476	408
愧	1978	196	171
愧	1977	88	86
愧	1976	96	90
愧	1975	28	28
愧	1974	30	30
愧	1973	30	30
愧	1972	40	36
愧	1971	12	10
愧	1970	6	6
愧	1969	6	6
愧	1968	2	2
愧	1967	10	10
愧	1966	22	19
愧	1965	64	57
愧	1964	58	54
愧	1963	66	61
愧	1962	66	64
愧	1961	30	29
愧	1960	40	31
愧	1959	80	70
愧	1958	108	101
愧	1957	70	64
愧	1956	58	54
愧	1955	14	12
愧	1954	2	2
愧	1951	2	2
愧	1950	2	2
愧	1949	2	2
愧	1936	31	24
愧	1935	2	2
愧	1933	8	7
愧	1931	2	2
愧	1929	2	2
愧	1927	2	2
愧	1926	2	2
愧	1924	2	2
愧	1900	4	4
愧悔	year	sum(match_count)	sum(volume_count)
愧悔	2000	22	22
愧悔	1999	32	32
愧悔	1998	28	28
愧悔	1997	16	16
愧悔	1996	10	10
愧悔	1995	22	20
愧悔	1994	14	14
愧悔	1993	28	26
愧悔	1992	8	8
愧悔	1991	8	8
愧悔	1990	14	14
愧悔	1989	10	10
愧悔	1988	30	30
愧悔	1987	32	32
愧悔	1986	18	18
愧悔	1985	34	32
愧悔	1984	18	18
愧悔	1983	26	26
愧悔	1982	28	28
愧悔	1981	10	10
愧悔	1980	14	14
愧悔	1979	6	6
愧悔	1972	4	4
愧悔	1963	2	2
愧疚	year	sum(match_count)	sum(volume_count)
愧疚	2000	328	310
愧疚	1999	331	288
愧疚	1998	364	341
愧疚	1997	294	270
愧疚	1996	252	238
愧疚	1995	228	207
愧疚	1994	170	148
愧疚	1993	170	162
愧疚	1992	158	152
愧疚	1991	174	150
愧疚	1990	94	86
愧疚	1989	148	140
愧疚	1988	148	145
愧疚	1987	175	171
愧疚	1986	146	133
愧疚	1985	150	139
愧疚	1984	136	132
愧疚	1983	120	115
愧疚	1982	102	101
愧疚	1981	48	46
愧疚	1980	44	42
愧疚	1979	26	26
愧疚	1978	20	16
愧疚	1976	2	2
愧疚	1975	6	6
愧疚	1966	2	2
愧疚	1965	8	8
愧疚	1964	4	4
愧疚	1962	2	2
愧疚	1961	2	2
愧疚	1958	4	3
愧疚	1945	2	2
困窘	year	sum(match_count)	sum(volume_count)
困窘	2000	1417	1197
困窘	1999	1446	1159
困窘	1998	1725	1292
困窘	1997	1417	1071
困窘	1996	1384	1069
困窘	1995	1444	1056
困窘	1994	1547	1167
困窘	1993	1447	1179
困窘	1992	1521	1139
困窘	1991	1234	926
困窘	1990	1172	969
困窘	1989	1170	866
困窘	1988	1286	1029
困窘	1987	1079	861
困窘	1986	1020	840
困窘	1985	946	810
困窘	1984	1000	834
困窘	1983	811	686
困窘	1982	768	626
困窘	1981	688	574
困窘	1980	480	372
困窘	1979	302	272
困窘	1978	122	96
困窘	1977	30	26
困窘	1976	22	20
困窘	1975	20	16
困窘	1974	12	12
困窘	1973	12	10
困窘	1972	18	16
困窘	1971	22	16
困窘	1970	2	2
困窘	1968	4	2
困窘	1965	14	14
困窘	1964	38	36
困窘	1963	26	24
困窘	1962	80	78
困窘	1961	20	20
困窘	1960	10	10
困窘	1959	32	31
困窘	1958	46	40
困窘	1957	56	43
困窘	1956	18	18
困窘	1954	2	2
困窘	1952	2	2
困窘	1951	2	2
困窘	1949	2	2
困窘	1939	2	2
困窘	1938	2	2
困窘	1924	1	1
困窘	1900	4	4
赖	year	sum(match_count)	sum(volume_count)
赖	2000	21404	8599
赖	1999	19476	7949
赖	1998	19204	7428
赖	1997	16554	6610
赖	1996	13764	6223
赖	1995	18148	6232
赖	1994	16480	6761
赖	1993	18226	7399
赖	1992	16186	6882
赖	1991	15216	6557
赖	1990	14168	6333
赖	1989	15144	6959
赖	1988	16224	7819
赖	1987	14650	6813
赖	1986	12248	5809
赖	1985	11810	5901
赖	1984	10896	5441
赖	1983	8860	4516
赖	1982	7894	3861
赖	1981	8002	3705
赖	1980	4826	2427
赖	1979	3944	1743
赖	1978	1442	754
赖	1977	730	375
赖	1976	790	385
赖	1975	730	437
赖	1974	656	314
赖	1973	418	278
赖	1972	340	194
赖	1971	200	109
赖	1970	182	76
赖	1969	34	32
赖	1968	88	41
赖	1967	78	53
赖	1966	114	92
赖	1965	218	145
赖	1964	166	131
赖	1963	284	182
赖	1962	222	174
赖	1961	120	98
赖	1960	134	92
赖	1959	252	208
赖	1958	278	219
赖	1957	304	230
赖	1956	276	197
赖	1955	162	96
赖	1954	16	11
赖	1953	14	13
赖	1952	16	16
赖	1951	16	13
赖	1950	18	9
赖	1949	30	21
赖	1948	2	2
赖	1944	2	2
赖	1941	2	2
赖	1939	10	8
赖	1938	4	4
赖	1937	10	9
赖	1936	28	17
赖	1935	42	13
赖	1934	4	4
赖	1933	2	2
赖	1932	6	6
赖	1931	2	2
赖	1930	4	4
赖	1929	4	4
赖	1927	4	3
赖	1926	2	2
赖	1924	6	6
赖	1919	2	2
赖	1914	2	2
赖	1913	2	2
赖	1912	2	2
赖	1908	4	4
赖	1906	2	2
赖	1900	18	15
懒得	year	sum(match_count)	sum(volume_count)
懒得	2000	2008	1300
懒得	1999	1996	1315
懒得	1998	2320	1371
懒得	1997	1692	1111
懒得	1996	1784	1104
懒得	1995	1324	911
懒得	1994	1248	850
懒得	1993	1770	1170
懒得	1992	1104	778
懒得	1991	640	492
懒得	1990	986	641
懒得	1989	984	712
懒得	1988	1058	779
懒得	1987	1075	725
懒得	1986	1129	841
懒得	1985	1336	968
懒得	1984	1296	984
懒得	1983	958	717
懒得	1982	956	705
懒得	1981	752	593
懒得	1980	634	486
懒得	1979	388	348
懒得	1978	204	168
懒得	1977	48	42
懒得	1976	26	22
懒得	1975	16	15
懒得	1974	16	16
懒得	1973	44	44
懒得	1972	4	4
懒得	1971	6	6
懒得	1970	10	6
懒得	1969	2	2
懒得	1966	26	23
懒得	1965	24	21
懒得	1964	28	24
懒得	1963	32	30
懒得	1962	50	42
懒得	1961	22	16
懒得	1960	28	20
懒得	1959	26	25
懒得	1958	44	38
懒得	1957	48	42
懒得	1956	50	40
懒得	1955	10	10
懒得	1953	2	2
懒得	1951	6	6
懒得	1945	2	2
懒得	1938	4	4
懒得	1932	2	2
懒得	1930	2	2
懒得	1926	2	2
懒得	1900	2	2
劳神	year	sum(match_count)	sum(volume_count)
劳神	2000	42	42
劳神	1999	66	66
劳神	1998	74	74
劳神	1997	66	66
劳神	1996	44	44
劳神	1995	38	36
劳神	1994	18	18
劳神	1993	34	34
劳神	1992	56	56
劳神	1991	46	46
劳神	1990	43	43
劳神	1989	30	28
劳神	1988	46	46
劳神	1987	31	29
劳神	1986	54	54
劳神	1985	50	46
劳神	1984	36	36
劳神	1983	28	28
劳神	1982	30	30
劳神	1981	29	29
劳神	1980	10	10
劳神	1979	4	4
劳神	1975	2	2
劳神	1974	2	2
劳神	1972	4	4
劳神	1965	2	2
劳神	1964	2	2
劳神	1960	4	4
劳神	1958	2	2
劳神	1957	1	1
劳神	1955	2	2
老羞成怒	year	sum(match_count)	sum(volume_count)
老羞成怒	2000	2	2
老羞成怒	1999	9	9
老羞成怒	1998	2	2
老羞成怒	1997	2	2
老羞成怒	1996	16	16
老羞成怒	1995	12	12
老羞成怒	1993	4	4
老羞成怒	1992	2	2
老羞成怒	1991	6	5
老羞成怒	1990	4	4
老羞成怒	1989	8	8
老羞成怒	1988	8	8
老羞成怒	1987	10	10
老羞成怒	1986	2	2
老羞成怒	1985	6	6
老羞成怒	1984	10	10
老羞成怒	1983	2	2
老羞成怒	1982	10	10
老羞成怒	1981	8	8
老羞成怒	1979	2	2
老羞成怒	1977	10	10
老羞成怒	1965	8	8
老羞成怒	1963	16	16
老羞成怒	1962	2	2
老羞成怒	1961	4	4
老羞成怒	1957	4	4
冷嘲热讽	year	sum(match_count)	sum(volume_count)
冷嘲热讽	2000	13	13
冷嘲热讽	1999	17	17
冷嘲热讽	1998	18	16
冷嘲热讽	1997	4	4
冷嘲热讽	1996	5	5
冷嘲热讽	1995	21	21
冷嘲热讽	1994	12	12
冷嘲热讽	1993	2	2
冷嘲热讽	1992	4	4
冷嘲热讽	1991	15	15
冷嘲热讽	1990	8	8
冷嘲热讽	1989	8	8
冷嘲热讽	1988	8	8
冷嘲热讽	1987	20	19
冷嘲热讽	1986	7	7
冷嘲热讽	1985	18	18
冷嘲热讽	1984	9	9
冷嘲热讽	1983	14	14
冷嘲热讽	1982	6	6
冷嘲热讽	1981	10	10
冷嘲热讽	1980	8	8
冷嘲热讽	1979	2	2
冷嘲热讽	1978	2	2
冷嘲热讽	1977	2	2
冷嘲热讽	1974	6	6
冷嘲热讽	1973	2	2
冷嘲热讽	1972	2	2
冷嘲热讽	1960	2	2
冷淡	year	sum(match_count)	sum(volume_count)
冷淡	2000	4578	3163
冷淡	1999	5236	3148
冷淡	1998	4826	3048
冷淡	1997	4058	2588
冷淡	1996	4080	2699
冷淡	1995	3972	2634
冷淡	1994	3842	2526
冷淡	1993	4440	2948
冷淡	1992	3720	2538
冷淡	1991	3550	2431
冷淡	1990	3748	2457
冷淡	1989	4882	3074
冷淡	1988	4646	3095
冷淡	1987	4372	2886
冷淡	1986	4710	3017
冷淡	1985	5058	3060
冷淡	1984	4596	2894
冷淡	1983	4472	2684
冷淡	1982	3844	2228
冷淡	1981	3908	2230
冷淡	1980	2782	1718
冷淡	1979	2108	1295
冷淡	1978	824	545
冷淡	1977	214	166
冷淡	1976	124	112
冷淡	1975	144	125
冷淡	1974	122	96
冷淡	1973	164	126
冷淡	1972	162	90
冷淡	1971	24	18
冷淡	1970	26	15
冷淡	1969	20	16
冷淡	1968	6	6
冷淡	1967	6	6
冷淡	1966	154	131
冷淡	1965	146	117
冷淡	1964	198	152
冷淡	1963	222	159
冷淡	1962	278	217
冷淡	1961	84	69
冷淡	1960	146	101
冷淡	1959	312	251
冷淡	1958	268	210
冷淡	1957	350	270
冷淡	1956	344	249
冷淡	1955	116	75
冷淡	1954	10	8
冷淡	1953	34	16
冷淡	1952	2	2
冷淡	1951	4	4
冷淡	1950	14	5
冷淡	1949	4	4
冷淡	1948	4	4
冷淡	1947	4	2
冷淡	1946	2	2
冷淡	1945	4	2
冷淡	1939	2	2
冷淡	1938	6	5
冷淡	1937	4	4
冷淡	1936	2	2
冷淡	1933	2	2
冷淡	1931	2	2
冷淡	1930	6	5
冷淡	1926	2	2
冷淡	1900	6	5
怜	year	sum(match_count)	sum(volume_count)
怜	2000	1562	1208
怜	1999	2078	1250
怜	1998	1808	1264
怜	1997	1606	1114
怜	1996	1580	1161
怜	1995	1291	927
怜	1994	1358	1053
怜	1993	1582	1225
怜	1992	1156	903
怜	1991	1009	775
怜	1990	1318	965
怜	1989	1612	1064
怜	1988	1564	1112
怜	1987	1616	1185
怜	1986	1744	1234
怜	1985	2092	1445
怜	1984	1765	1322
怜	1983	1682	1167
怜	1982	1416	1049
怜	1981	1309	835
怜	1980	1006	706
怜	1979	536	446
怜	1978	210	182
怜	1977	38	36
怜	1976	44	38
怜	1975	46	44
怜	1974	36	32
怜	1973	79	49
怜	1972	50	48
怜	1971	28	25
怜	1970	10	8
怜	1969	14	5
怜	1968	8	8
怜	1967	4	4
怜	1966	28	28
怜	1965	26	24
怜	1964	46	45
怜	1963	72	67
怜	1962	130	122
怜	1961	50	41
怜	1960	38	36
怜	1959	156	90
怜	1958	96	66
怜	1957	48	32
怜	1956	20	16
怜	1955	26	24
怜	1954	6	2
怜	1953	6	4
怜	1950	4	2
怜	1938	4	4
怜	1936	4	4
怜	1935	6	5
怜	1930	4	4
怜	1927	2	2
怜	1926	2	2
怜	1923	2	2
怜	1914	2	2
怜	1900	8	2
怜悯	year	sum(match_count)	sum(volume_count)
怜悯	2000	4230	2426
怜悯	1999	4714	2460
怜悯	1998	4998	2561
怜悯	1997	4108	2156
怜悯	1996	4340	2296
怜悯	1995	4166	2044
怜悯	1994	4170	2112
怜悯	1993	4800	2608
怜悯	1992	4118	2073
怜悯	1991	3344	1786
怜悯	1990	3518	1785
怜悯	1989	5552	2277
怜悯	1988	5206	2592
怜悯	1987	6028	2437
怜悯	1986	5876	2618
怜悯	1985	6242	2867
怜悯	1984	5358	2718
怜悯	1983	6218	2341
怜悯	1982	4944	2237
怜悯	1981	3828	1838
怜悯	1980	3036	1533
怜悯	1979	1800	1011
怜悯	1978	388	266
怜悯	1977	106	88
怜悯	1976	72	54
怜悯	1975	116	77
怜悯	1974	40	38
怜悯	1973	76	50
怜悯	1972	32	26
怜悯	1971	50	38
怜悯	1970	8	4
怜悯	1967	2	2
怜悯	1966	2	2
怜悯	1965	24	23
怜悯	1964	20	19
怜悯	1963	56	33
怜悯	1962	88	45
怜悯	1961	16	9
怜悯	1960	12	10
怜悯	1959	24	22
怜悯	1958	50	33
怜悯	1957	28	17
怜悯	1956	12	12
怜悯	1955	4	2
怜悯	1954	6	3
怜悯	1953	4	4
怜悯	1951	6	2
怜悯	1949	2	2
怜悯	1945	2	2
怜悯	1944	2	2
怜悯	1938	2	2
怜悯	1936	2	2
怜悯	1935	2	2
怜悯	1933	2	2
怜悯	1930	2	2
怜悯	1923	4	2
怜悯	1922	2	2
怜悯	1903	4	2
怜悯	1900	20	11
怜惜	year	sum(match_count)	sum(volume_count)
怜惜	2000	114	108
怜惜	1999	158	147
怜惜	1998	162	155
怜惜	1997	152	143
怜惜	1996	120	115
怜惜	1995	116	109
怜惜	1994	96	87
怜惜	1993	124	118
怜惜	1992	70	66
