爱	year	sum(match_count)	sum(volume_count)
夸奖	1981	1108	887
夸奖	1980	982	792
夸奖	1979	940	737
夸奖	1978	394	323
夸奖	1977	200	161
夸奖	1976	110	97
夸奖	1975	96	82
夸奖	1974	136	111
夸奖	1973	140	124
夸奖	1972	122	95
夸奖	1971	10	10
夸奖	1970	22	18
夸奖	1969	6	6
夸奖	1968	2	2
夸奖	1966	62	46
夸奖	1965	154	130
夸奖	1964	124	104
夸奖	1963	122	108
夸奖	1962	124	112
夸奖	1961	34	33
夸奖	1960	62	59
夸奖	1959	64	62
夸奖	1958	100	91
夸奖	1957	30	29
夸奖	1956	26	23
夸奖	1955	20	20
夸奖	1953	2	2
夸奖	1952	2	2
夸奖	1951	6	5
夸奖	1949	8	7
夸奖	1945	4	2
夸奖	1944	2	2
夸奖	1938	6	5
夸奖	1934	2	2
夸奖	1926	2	2
夸奖	1900	2	2
夸赞	year	sum(match_count)	sum(volume_count)
夸赞	2000	332	308
夸赞	1999	388	339
夸赞	1998	374	344
夸赞	1997	292	260
夸赞	1996	272	263
夸赞	1995	266	249
夸赞	1994	300	277
夸赞	1993	448	391
夸赞	1992	264	258
夸赞	1991	228	217
夸赞	1990	188	165
夸赞	1989	228	222
夸赞	1988	270	257
夸赞	1987	310	285
夸赞	1986	290	272
夸赞	1985	346	326
夸赞	1984	390	361
夸赞	1983	294	264
夸赞	1982	312	274
夸赞	1981	258	242
夸赞	1980	172	156
夸赞	1979	170	131
夸赞	1978	62	54
夸赞	1977	28	28
夸赞	1976	8	8
夸赞	1975	10	10
夸赞	1974	16	16
夸赞	1973	8	8
夸赞	1972	20	20
夸赞	1970	4	4
夸赞	1966	4	3
夸赞	1965	4	4
夸赞	1964	4	4
夸赞	1963	4	4
夸赞	1962	2	2
夸赞	1961	2	2
夸赞	1960	6	6
夸赞	1959	6	6
夸赞	1958	8	6
夸赞	1957	6	4
快	year	sum(match_count)	sum(volume_count)
快	2000	442908	31060
快	1999	424864	29095
快	1998	412752	27603
快	1997	373898	24217
快	1996	369610	24388
快	1995	369362	26830
快	1994	384002	25701
快	1993	429106	28443
快	1992	371146	24928
快	1991	331138	23847
快	1990	305896	23287
快	1989	347914	27342
快	1988	355378	29883
快	1987	336266	28117
快	1986	314196	25634
快	1985	330130	26994
快	1984	295616	25430
快	1983	248182	20828
快	1982	215062	19001
快	1981	191176	16624
快	1980	139618	13665
快	1979	111354	12441
快	1978	50378	7216
快	1977	29592	4291
快	1976	17662	3061
快	1975	20824	3704
快	1974	15254	2862
快	1973	15350	2549
快	1972	13456	1864
快	1971	4346	804
快	1970	2406	542
快	1969	1296	351
快	1968	748	262
快	1967	1618	425
快	1966	7340	1260
快	1965	15868	2324
快	1964	16436	2494
快	1963	14086	2243
快	1962	16504	2739
快	1961	8798	1441
快	1960	12626	1655
快	1959	25402	3991
快	1958	29044	4306
快	1957	23102	4489
快	1956	20556	4061
快	1955	6240	1096
快	1954	950	215
快	1953	728	196
快	1952	706	185
快	1951	724	165
快	1950	326	157
快	1949	2118	171
快	1948	204	75
快	1947	148	67
快	1946	82	37
快	1945	210	30
快	1944	58	12
快	1943	8	8
快	1942	18	5
快	1941	50	30
快	1940	34	18
快	1939	164	63
快	1938	164	52
快	1937	130	65
快	1936	208	72
快	1935	146	67
快	1934	78	50
快	1933	212	72
快	1932	140	49
快	1931	66	34
快	1930	140	52
快	1929	68	34
快	1928	48	27
快	1927	38	16
快	1926	14	9
快	1925	14	9
快	1924	12	10
快	1923	32	18
快	1922	6	6
快	1921	8	5
快	1920	12	6
快	1916	8	2
快	1914	6	5
快	1912	10	3
快	1909	2	2
快	1903	32	6
快	1900	474	72
快活	year	sum(match_count)	sum(volume_count)
快活	2000	3184	1811
快活	1999	3912	2034
快活	1998	4500	2157
快活	1997	2938	1670
快活	1996	3328	1828
快活	1995	2646	1460
快活	1994	3016	1589
快活	1993	3712	1959
快活	1992	2723	1502
快活	1991	1990	1160
快活	1990	2740	1331
快活	1989	3542	1616
快活	1988	2766	1543
快活	1987	2830	1603
快活	1986	3424	1839
快活	1985	4150	2055
快活	1984	3697	1996
快活	1983	3106	1735
快活	1982	2980	1581
快活	1981	2604	1454
快活	1980	2252	1212
快活	1979	1990	1085
快活	1978	640	394
快活	1977	250	148
快活	1976	114	81
快活	1975	176	86
快活	1974	36	34
快活	1973	138	104
快活	1972	90	63
快活	1971	24	20
快活	1970	14	14
快活	1969	16	14
快活	1968	6	6
快活	1967	6	6
快活	1966	72	42
快活	1965	90	77
快活	1964	174	114
快活	1963	232	143
快活	1962	378	205
快活	1961	170	106
快活	1960	136	80
快活	1959	446	261
快活	1958	310	197
快活	1957	346	230
快活	1956	332	219
快活	1955	36	25
快活	1954	6	4
快活	1953	18	6
快活	1952	2	2
快活	1951	10	6
快活	1950	6	6
快活	1949	2	2
快活	1948	4	4
快活	1947	4	4
快活	1946	2	2
快活	1945	12	2
快活	1942	4	3
快活	1940	2	2
快活	1939	2	2
快活	1938	22	8
快活	1937	2	2
快活	1936	4	2
快活	1935	2	2
快活	1934	8	8
快活	1933	14	8
快活	1930	6	6
快活	1929	6	6
快活	1927	14	5
快活	1926	6	6
快活	1924	2	2
快活	1923	10	9
快活	1920	2	2
快活	1900	6	2
快乐	year	sum(match_count)	sum(volume_count)
快乐	2000	52398	9772
快乐	1999	48818	9470
快乐	1998	48450	9312
快乐	1997	37020	7290
快乐	1996	40598	7775
快乐	1995	33442	7036
快乐	1994	33540	7300
快乐	1993	37616	7976
快乐	1992	32062	7083
快乐	1991	23738	5914
快乐	1990	26434	6091
快乐	1989	32622	7338
快乐	1988	33298	7768
快乐	1987	27828	7063
快乐	1986	30002	7500
快乐	1985	30136	7628
快乐	1984	31968	7697
快乐	1983	24046	6396
快乐	1982	23652	6008
快乐	1981	19304	5283
快乐	1980	14418	4162
快乐	1979	10210	3496
快乐	1978	3700	1447
快乐	1977	1076	552
快乐	1976	504	248
快乐	1975	842	382
快乐	1974	346	230
快乐	1973	634	308
快乐	1972	344	171
快乐	1971	476	125
快乐	1970	72	40
快乐	1969	66	20
快乐	1968	18	15
快乐	1967	48	36
快乐	1966	378	146
快乐	1965	966	369
快乐	1964	1198	492
快乐	1963	1250	541
快乐	1962	2560	773
快乐	1961	908	343
快乐	1960	878	326
快乐	1959	2818	1050
快乐	1958	2748	942
快乐	1957	2738	1042
快乐	1956	1978	875
快乐	1955	188	77
快乐	1954	72	27
快乐	1953	72	20
快乐	1952	30	13
快乐	1951	68	10
快乐	1950	42	12
快乐	1949	60	29
快乐	1948	4	4
快乐	1947	10	4
快乐	1946	14	8
快乐	1945	24	3
快乐	1944	4	3
快乐	1943	2	2
快乐	1942	2	2
快乐	1941	6	4
快乐	1940	4	4
快乐	1939	12	12
快乐	1938	46	15
快乐	1937	14	9
快乐	1936	16	10
快乐	1935	10	10
快乐	1934	34	12
快乐	1933	12	10
快乐	1932	6	4
快乐	1931	26	5
快乐	1930	48	4
快乐	1929	4	4
快乐	1928	4	4
快乐	1927	16	8
快乐	1926	10	5
快乐	1925	2	2
快乐	1923	34	6
快乐	1922	42	11
快乐	1921	16	5
快乐	1920	10	3
快乐	1916	4	4
快乐	1903	2	2
快乐	1900	148	17
快慰	year	sum(match_count)	sum(volume_count)
快慰	2000	198	181
快慰	1999	194	189
快慰	1998	213	200
快慰	1997	148	135
快慰	1996	165	159
快慰	1995	151	147
快慰	1994	206	199
快慰	1993	215	201
快慰	1992	173	159
快慰	1991	145	130
快慰	1990	118	114
快慰	1989	239	208
快慰	1988	172	171
快慰	1987	232	211
快慰	1986	207	197
快慰	1985	245	241
快慰	1984	241	209
快慰	1983	154	142
快慰	1982	193	172
快慰	1981	104	101
快慰	1980	125	103
快慰	1979	70	66
快慰	1978	12	10
快慰	1977	11	9
快慰	1975	6	6
快慰	1974	2	2
快慰	1972	2	2
快慰	1971	6	6
快慰	1967	2	2
快慰	1966	4	4
快慰	1965	6	6
快慰	1964	12	10
快慰	1963	4	4
快慰	1962	8	8
快慰	1960	2	2
快慰	1959	14	14
快慰	1958	8	8
快慰	1957	12	12
快慰	1956	14	14
快慰	1947	2	2
快慰	1937	2	2
快慰	1900	1	1
快意	year	sum(match_count)	sum(volume_count)
快意	2000	1302	1017
快意	1999	1472	1098
快意	1998	1518	1118
快意	1997	1298	922
快意	1996	1500	1093
快意	1995	1070	810
快意	1994	1066	815
快意	1993	1340	1012
快意	1992	1016	745
快意	1991	738	586
快意	1990	862	689
快意	1989	1224	916
快意	1988	1184	829
快意	1987	1172	883
快意	1986	1216	915
快意	1985	1354	967
快意	1984	1242	962
快意	1983	976	792
快意	1982	1058	810
快意	1981	840	719
快意	1980	698	556
快意	1979	488	373
快意	1978	220	193
快意	1977	56	50
快意	1976	54	38
快意	1975	24	22
快意	1974	32	30
快意	1973	82	67
快意	1972	30	30
快意	1971	20	18
快意	1970	6	6
快意	1969	6	6
快意	1968	8	8
快意	1967	6	4
快意	1966	40	30
快意	1965	26	24
快意	1964	22	22
快意	1963	50	41
快意	1962	74	66
快意	1961	36	31
快意	1960	22	18
快意	1959	78	65
快意	1958	122	90
快意	1957	100	86
快意	1956	56	46
快意	1955	4	4
快意	1954	4	3
快意	1953	2	2
快意	1952	2	2
快意	1950	4	4
快意	1948	2	2
快意	1947	4	2
快意	1945	4	2
快意	1942	2	2
快意	1938	8	6
快意	1937	6	4
快意	1935	4	4
快意	1933	6	3
快意	1930	4	4
快意	1929	2	2
快意	1926	2	2
快意	1925	2	2
快意	1920	2	2
快意	1900	8	7
宽畅	year	sum(match_count)	sum(volume_count)
宽畅	2000	5	5
宽畅	1999	11	11
宽畅	1998	10	10
宽畅	1997	8	8
宽畅	1996	9	9
宽畅	1995	9	9
宽畅	1994	11	11
宽畅	1993	7	7
宽畅	1992	9	9
宽畅	1991	5	5
宽畅	1990	12	12
宽畅	1989	4	4
宽畅	1988	14	14
宽畅	1987	11	11
宽畅	1986	4	4
宽畅	1985	12	12
宽畅	1984	8	8
宽畅	1983	6	6
宽畅	1982	14	14
宽畅	1981	4	4
宽畅	1980	6	6
宽畅	1979	12	12
宽畅	1978	2	2
宽畅	1964	6	6
宽畅	1963	2	2
宽畅	1961	1	1
宽畅	1936	2	2
宽松	year	sum(match_count)	sum(volume_count)
宽松	2000	23746	6392
宽松	1999	22238	6054
宽松	1998	20900	5706
宽松	1997	18230	4814
宽松	1996	16758	4738
宽松	1995	16008	4370
宽松	1994	16840	4768
宽松	1993	18494	5066
宽松	1992	17784	4260
宽松	1991	12546	3446
宽松	1990	9990	3044
宽松	1989	10706	3522
宽松	1988	11686	3456
宽松	1987	10450	2692
宽松	1986	7506	1844
宽松	1985	1122	570
宽松	1984	526	310
宽松	1983	270	204
宽松	1982	208	176
宽松	1981	288	190
宽松	1980	140	116
宽松	1979	104	90
宽松	1978	122	46
宽松	1977	12	10
宽松	1976	14	12
宽松	1975	12	12
宽松	1974	16	6
宽松	1973	12	10
宽松	1972	2	2
宽松	1971	2	2
宽松	1965	6	6
宽松	1964	6	6
宽松	1963	6	6
宽松	1962	4	4
宽松	1961	2	2
宽松	1959	20	12
宽松	1958	12	4
宽松	1957	8	6
宽松	1955	48	32
宽松	1951	4	4
宽松	1949	28	6
宽松	1939	4	2
宽松	1936	4	2
宽松	1934	2	2
狂喜	year	sum(match_count)	sum(volume_count)
狂喜	2000	460	396
狂喜	1999	493	429
狂喜	1998	542	422
狂喜	1997	346	320
狂喜	1996	445	376
狂喜	1995	376	344
狂喜	1994	278	254
狂喜	1993	512	466
狂喜	1992	384	340
狂喜	1991	276	247
狂喜	1990	260	251
狂喜	1989	356	314
狂喜	1988	393	358
狂喜	1987	378	360
狂喜	1986	396	350
狂喜	1985	375	338
狂喜	1984	388	374
狂喜	1983	378	334
狂喜	1982	319	276
狂喜	1981	257	246
狂喜	1980	214	198
狂喜	1979	196	181
狂喜	1978	56	56
狂喜	1977	26	25
狂喜	1976	11	11
狂喜	1975	6	6
狂喜	1973	8	8
狂喜	1972	2	2
狂喜	1971	2	2
狂喜	1970	6	6
狂喜	1966	6	6
狂喜	1965	8	8
狂喜	1964	12	12
狂喜	1963	8	8
狂喜	1962	24	23
狂喜	1961	2	2
狂喜	1960	2	2
狂喜	1959	16	16
狂喜	1958	6	6
狂喜	1957	22	22
狂喜	1956	10	8
狂喜	1950	4	2
狂喜	1937	2	2
狂喜	1926	2	2
狂想	year	sum(match_count)	sum(volume_count)
狂想	2000	50	39
狂想	1999	50	48
狂想	1998	25	25
狂想	1997	33	33
狂想	1996	39	36
狂想	1995	13	13
狂想	1994	6	6
狂想	1993	34	34
狂想	1992	17	15
狂想	1991	24	19
狂想	1990	34	26
狂想	1989	26	21
狂想	1988	14	14
狂想	1987	6	6
狂想	1986	6	6
狂想	1985	17	17
狂想	1984	16	16
狂想	1983	16	16
狂想	1982	10	10
狂想	1981	9	9
狂想	1980	19	19
狂想	1979	9	9
狂想	1977	4	4
狂想	1962	4	4
狂想	1961	4	4
狂想	1959	4	4
狂想	1958	4	4
狂想	1956	2	2
乐	year	sum(match_count)	sum(volume_count)
乐	2000	61226	13137
乐	1999	55664	12398
乐	1998	56214	11973
乐	1997	51050	10468
乐	1996	53210	10641
乐	1995	51240	10553
乐	1994	56400	10665
乐	1993	57444	11807
乐	1992	52444	10393
乐	1991	48360	9458
乐	1990	48448	9582
乐	1989	51886	10966
乐	1988	53034	11574
乐	1987	54188	11030
乐	1986	42674	10838
乐	1985	51772	10899
乐	1984	42442	10060
乐	1983	36210	8329
乐	1982	34376	7535
乐	1981	29248	6610
乐	1980	19594	5028
乐	1979	11660	3929
乐	1978	3986	1848
乐	1977	2326	865
乐	1976	1232	560
乐	1975	1790	769
乐	1974	1592	637
乐	1973	984	512
乐	1972	724	367
乐	1971	286	155
乐	1970	294	169
乐	1969	166	94
乐	1968	118	65
乐	1967	238	96
乐	1966	840	357
乐	1965	2242	596
乐	1964	3008	714
乐	1963	2590	733
乐	1962	2684	902
乐	1961	2486	485
乐	1960	1446	452
乐	1959	7622	1096
乐	1958	3734	1048
乐	1957	3782	1165
乐	1956	2574	828
乐	1955	398	109
乐	1954	46	32
乐	1953	40	25
乐	1952	14	7
乐	1951	40	12
乐	1950	26	13
乐	1949	364	45
乐	1948	14	7
乐	1947	2	2
乐	1946	6	4
乐	1945	36	7
乐	1944	10	5
乐	1943	2	2
乐	1942	4	4
乐	1940	2	2
乐	1939	12	8
乐	1938	28	20
乐	1937	14	10
乐	1936	214	102
乐	1935	30	20
乐	1934	28	21
乐	1933	10	10
乐	1932	16	13
乐	1931	12	10
乐	1930	60	20
乐	1929	4	4
乐	1928	2	2
乐	1927	6	2
乐	1926	2	2
乐	1925	4	2
乐	1924	28	24
乐	1923	4	4
乐	1922	2	2
乐	1921	10	5
乐	1920	6	2
乐	1917	2	2
乐	1916	2	2
乐	1912	10	3
乐	1911	2	2
乐	1910	2	2
乐	1908	2	2
乐	1906	2	2
乐	1904	4	2
乐	1903	6	4
乐	1902	2	2
乐	1900	92	38
乐不可支	year	sum(match_count)	sum(volume_count)
乐不可支	2000	138	134
乐不可支	1999	166	156
乐不可支	1998	154	152
乐不可支	1997	98	96
乐不可支	1996	112	110
乐不可支	1995	90	90
乐不可支	1994	126	122
乐不可支	1993	127	115
乐不可支	1992	66	66
乐不可支	1991	92	90
乐不可支	1990	44	44
乐不可支	1989	86	80
乐不可支	1988	90	88
乐不可支	1987	76	76
乐不可支	1986	83	83
乐不可支	1985	60	58
乐不可支	1984	44	44
乐不可支	1983	32	32
乐不可支	1982	56	56
乐不可支	1981	38	38
乐不可支	1980	18	18
乐不可支	1979	14	14
乐不可支	1978	4	4
乐不可支	1977	14	12
乐不可支	1973	2	2
乐不可支	1963	4	4
乐意	year	sum(match_count)	sum(volume_count)
乐意	2000	4822	2940
乐意	1999	4700	3100
乐意	1998	4518	2932
乐意	1997	3768	2414
乐意	1996	4160	2548
乐意	1995	3578	2336
乐意	1994	3744	2408
乐意	1993	4612	2932
乐意	1992	3698	2428
乐意	1991	3540	2414
乐意	1990	3206	2188
乐意	1989	4026	2566
乐意	1988	4204	2822
乐意	1987	3982	2762
乐意	1986	3720	2556
乐意	1985	4004	2644
乐意	1984	3414	2368
乐意	1983	3132	2082
乐意	1982	2664	1802
乐意	1981	2150	1514
乐意	1980	1582	1116
乐意	1979	1180	854
乐意	1978	448	362
乐意	1977	152	120
乐意	1976	160	126
乐意	1975	178	128
乐意	1974	84	68
乐意	1973	110	90
乐意	1972	124	80
乐意	1971	38	18
乐意	1970	14	14
乐意	1969	4	4
乐意	1968	6	6
乐意	1967	14	14
乐意	1966	28	28
乐意	1965	80	70
乐意	1964	130	114
乐意	1963	118	106
乐意	1962	124	110
乐意	1961	58	52
乐意	1960	54	46
乐意	1959	150	126
乐意	1958	214	188
乐意	1957	204	180
乐意	1956	278	184
乐意	1955	80	64
乐意	1954	8	6
乐意	1953	2	2
乐意	1952	8	4
乐意	1950	2	2
乐意	1949	4	4
乐意	1947	2	2
乐意	1945	4	2
乐意	1944	2	2
乐意	1937	2	2
乐意	1936	12	6
乐意	1935	2	2
乐意	1934	2	2
乐意	1912	2	2
乐意	1903	2	2
乐意	1900	6	4
乐于	year	sum(match_count)	sum(volume_count)
乐于	2000	9478	5136
乐于	1999	8690	4706
乐于	1998	9176	4766
乐于	1997	8148	4222
乐于	1996	7698	4098
乐于	1995	7216	3886
乐于	1994	7922	4152
乐于	1993	8606	4718
乐于	1992	7472	4086
乐于	1991	7052	3880
乐于	1990	7056	3816
乐于	1989	7644	4444
乐于	1988	8060	4724
乐于	1987	7432	4350
乐于	1986	6606	3812
乐于	1985	7202	4218
乐于	1984	5924	3678
乐于	1983	5582	3096
乐于	1982	4838	2796
乐于	1981	3828	2356
乐于	1980	2462	1622
乐于	1979	1758	1254
乐于	1978	616	478
乐于	1977	240	194
乐于	1976	124	112
乐于	1975	192	160
乐于	1974	148	118
乐于	1973	102	96
乐于	1972	142	82
乐于	1971	40	34
乐于	1970	42	30
乐于	1969	8	8
乐于	1968	2	2
乐于	1967	2	2
乐于	1966	48	46
乐于	1965	224	136
乐于	1964	216	184
乐于	1963	212	150
乐于	1962	272	218
乐于	1961	120	96
乐于	1960	92	74
乐于	1959	228	202
乐于	1958	198	172
乐于	1957	236	212
乐于	1956	160	112
乐于	1955	44	40
乐于	1954	2	2
乐于	1952	2	2
乐于	1951	8	6
乐于	1950	2	2
乐于	1949	10	8
乐于	1948	4	2
乐于	1939	4	2
乐于	1936	30	18
乐于	1934	2	2
乐于	1933	2	2
乐于	1927	2	2
乐于	1924	2	2
乐于	1923	2	2
乐于	1921	2	2
乐于	1910	2	2
乐于	1908	2	2
乐于	1903	6	2
乐于	1900	4	4
乐滋滋	year	sum(match_count)	sum(volume_count)
乐滋滋	2000	5	5
乐滋滋	1999	14	14
乐滋滋	1998	12	12
乐滋滋	1997	8	8
乐滋滋	1996	6	6
乐滋滋	1995	26	26
乐滋滋	1994	10	10
乐滋滋	1993	10	10
乐滋滋	1992	4	4
乐滋滋	1991	8	8
乐滋滋	1990	20	20
乐滋滋	1989	14	14
乐滋滋	1988	12	12
乐滋滋	1987	24	24
乐滋滋	1986	10	10
乐滋滋	1985	6	6
乐滋滋	1984	16	16
乐滋滋	1983	19	19
乐滋滋	1982	22	22
乐滋滋	1981	12	12
乐滋滋	1980	8	8
乐滋滋	1979	6	6
乐滋滋	1978	8	8
乐滋滋	1977	4	4
乐滋滋	1976	2	2
乐滋滋	1975	4	4
乐滋滋	1974	2	2
乐滋滋	1973	6	6
乐滋滋	1972	2	2
理会	year	sum(match_count)	sum(volume_count)
理会	2000	8930	4867
理会	1999	9314	4841
理会	1998	11214	4913
理会	1997	7226	3758
理会	1996	7570	3894
理会	1995	7416	3748
理会	1994	7432	3870
理会	1993	9548	4561
理会	1992	6682	3510
理会	1991	5688	3062
理会	1990	5598	3026
理会	1989	7242	3916
理会	1988	6630	3861
理会	1987	6876	3537
理会	1986	7474	3770
理会	1985	7710	4117
理会	1984	7080	3944
理会	1983	5514	2976
理会	1982	5540	2903
理会	1981	5004	2754
理会	1980	3970	2238
理会	1979	3274	1908
理会	1978	1244	856
理会	1977	614	413
理会	1976	302	212
理会	1975	398	225
理会	1974	294	210
理会	1973	414	287
理会	1972	352	198
理会	1971	150	72
理会	1970	40	36
理会	1969	16	15
理会	1968	2	2
理会	1967	16	14
理会	1966	152	97
理会	1965	344	200
理会	1964	400	278
理会	1963	478	323
理会	1962	432	315
理会	1961	264	203
理会	1960	212	161
理会	1959	534	364
理会	1958	634	400
理会	1957	582	436
理会	1956	432	332
理会	1955	152	119
理会	1954	12	12
理会	1953	20	12
理会	1952	6	5
理会	1951	12	6
理会	1950	6	6
理会	1949	14	13
理会	1948	8	4
理会	1947	2	2
理会	1946	6	6
理会	1945	4	2
理会	1940	2	2
理会	1938	6	4
理会	1936	16	6
理会	1934	8	5
理会	1933	4	2
理会	1932	2	2
理会	1930	6	2
理会	1927	4	4
理会	1926	2	2
理会	1923	2	2
理会	1921	2	2
理会	1903	2	2
理会	1900	18	11
理直气壮	year	sum(match_count)	sum(volume_count)
理直气壮	2000	3360	2324
理直气壮	1999	3438	2376
理直气壮	1998	3452	2388
理直气壮	1997	3292	2247
理直气壮	1996	2864	1943
理直气壮	1995	2776	1885
理直气壮	1994	3112	2058
理直气壮	1993	3602	2354
理直气壮	1992	3366	2190
理直气壮	1991	3368	2060
理直气壮	1990	3262	2081
理直气壮	1989	3392	2178
理直气壮	1988	3184	2200
理直气壮	1987	3168	2073
理直气壮	1986	2410	1758
理直气壮	1985	2693	1958
理直气壮	1984	2476	1804
理直气壮	1983	2110	1521
理直气壮	1982	2260	1517
理直气壮	1981	2478	1427
理直气壮	1980	1264	942
理直气壮	1979	1212	898
理直气壮	1978	484	380
理直气壮	1977	162	145
理直气壮	1976	96	88
理直气壮	1975	120	114
理直气壮	1974	108	98
理直气壮	1973	76	72
理直气壮	1972	94	72
理直气壮	1971	14	14
理直气壮	1970	6	6
理直气壮	1969	8	8
理直气壮	1968	6	6
理直气壮	1967	4	4
理直气壮	1966	20	20
理直气壮	1965	48	43
理直气壮	1964	50	40
理直气壮	1963	86	82
理直气壮	1962	84	77
理直气壮	1961	28	26
理直气壮	1960	52	40
理直气壮	1959	58	51
理直气壮	1958	46	46
理直气壮	1957	34	32
理直气壮	1956	12	11
理直气壮	1955	16	16
理直气壮	1953	8	4
理直气壮	1950	4	2
理直气壮	1949	4	2
理直气壮	1938	2	2
理直气壮	1900	2	2
礼赞	year	sum(match_count)	sum(volume_count)
礼赞	2000	111	95
礼赞	1999	130	118
礼赞	1998	117	115
礼赞	1997	112	106
礼赞	1996	122	112
礼赞	1995	98	90
礼赞	1994	110	104
礼赞	1993	105	105
礼赞	1992	152	148
礼赞	1991	99	96
礼赞	1990	138	120
礼赞	1989	118	113
礼赞	1988	174	157
礼赞	1987	122	116
礼赞	1986	112	100
礼赞	1985	70	65
礼赞	1984	98	96
礼赞	1983	79	73
礼赞	1982	62	61
礼赞	1981	42	40
礼赞	1980	58	58
礼赞	1979	26	26
礼赞	1978	16	16
礼赞	1977	6	6
礼赞	1965	4	4
礼赞	1963	4	4
礼赞	1962	2	2
立项	year	sum(match_count)	sum(volume_count)
立项	2000	12112	3871
立项	1999	11111	3708
立项	1998	12135	3534
立项	1997	10312	3151
立项	1996	9652	3062
立项	1995	9474	2845
立项	1994	8468	2878
立项	1993	9763	2904
立项	1992	7328	2422
立项	1991	4840	1745
立项	1990	3608	1506
立项	1989	2904	1147
立项	1988	1756	947
立项	1987	1222	577
立项	1986	564	350
立项	1985	226	160
立项	1984	142	93
立项	1983	246	53
立项	1982	46	30
立项	1981	40	22
立项	1980	32	15
立项	1979	16	8
立项	1978	8	8
立项	1977	2	2
立项	1974	12	5
立项	1972	28	11
立项	1970	10	3
立项	1963	4	3
立项	1959	2	2
立项	1958	8	3
立项	1957	2	2
立项	1956	2	2
立项	1955	382	72
立项	1952	2	2
立项	1949	16	10
立项	1912	2	2
立项	1900	4	4
力主	year	sum(match_count)	sum(volume_count)
力主	2000	1348	1167
力主	1999	1286	1100
力主	1998	1311	1119
力主	1997	1308	1072
力主	1996	1221	1013
力主	1995	1333	1088
力主	1994	1343	1084
力主	1993	1337	1162
力主	1992	1232	1034
力主	1991	1196	1049
力主	1990	1066	916
力主	1989	1247	1116
力主	1988	1306	1107
力主	1987	1156	1001
力主	1986	954	872
力主	1985	938	859
力主	1984	758	690
力主	1983	662	595
力主	1982	552	498
力主	1981	518	479
力主	1980	300	267
力主	1979	244	211
力主	1978	66	64
力主	1977	60	50
力主	1976	18	18
力主	1975	34	31
力主	1974	6	6
力主	1973	8	8
力主	1972	2	2
力主	1969	4	4
力主	1967	1	1
力主	1965	12	12
力主	1964	2	2
力主	1963	32	27
力主	1962	10	10
力主	1961	4	4
力主	1960	6	6
力主	1959	8	8
力主	1958	10	10
力主	1957	26	24
力主	1956	8	8
力主	1955	8	8
力主	1954	2	2
力主	1953	2	2
力主	1952	2	2
力主	1950	2	2
力主	1949	6	6
力主	1934	4	4
力主	1932	2	2
力主	1930	2	2
力主	1900	2	2
怜爱	year	sum(match_count)	sum(volume_count)
怜爱	2000	306	283
怜爱	1999	324	304
怜爱	1998	286	260
怜爱	1997	262	246
怜爱	1996	232	227
怜爱	1995	266	236
怜爱	1994	219	205
怜爱	1993	260	244
怜爱	1992	226	206
怜爱	1991	155	132
怜爱	1990	194	187
怜爱	1989	171	164
怜爱	1988	218	197
怜爱	1987	212	194
怜爱	1986	246	224
怜爱	1985	342	310
怜爱	1984	264	253
怜爱	1983	164	164
怜爱	1982	224	212
怜爱	1981	218	185
怜爱	1980	166	153
怜爱	1979	70	63
怜爱	1978	14	14
怜爱	1977	2	2
怜爱	1976	4	4
怜爱	1974	2	2
怜爱	1972	10	10
怜爱	1965	10	10
怜爱	1964	6	6
怜爱	1963	4	4
怜爱	1962	20	20
怜爱	1961	2	2
怜爱	1958	2	2
怜爱	1957	2	2
怜爱	1956	2	2
怜爱	1953	4	4
怜爱	1923	2	2
恋	year	sum(match_count)	sum(volume_count)
恋	2000	4590	2141
恋	1999	3432	1839
恋	1998	4872	2013
恋	1997	3304	1661
恋	1996	3037	1676
恋	1995	3006	1493
恋	1994	2940	1536
恋	1993	3220	1664
恋	1992	2743	1445
恋	1991	2416	1343
恋	1990	2302	1350
恋	1989	2514	1520
恋	1988	3054	1610
恋	1987	2891	1625
恋	1986	2211	1462
恋	1985	1955	1369
恋	1984	1417	1075
恋	1983	1288	1025
恋	1982	1083	776
恋	1981	1000	776
恋	1980	558	474
恋	1979	355	297
恋	1978	114	104
恋	1977	70	56
恋	1976	46	40
恋	1975	38	38
恋	1974	22	22
恋	1973	32	28
恋	1972	20	16
恋	1971	8	5
恋	1970	8	8
恋	1968	8	8
恋	1967	8	8
恋	1966	14	14
恋	1965	18	16
恋	1964	24	24
恋	1963	56	50
恋	1962	42	40
恋	1961	20	20
恋	1960	12	12
恋	1959	42	42
恋	1958	56	53
恋	1957	60	56
恋	1956	42	40
恋	1955	10	8
恋	1954	4	4
恋	1953	2	2
恋	1951	4	4
恋	1950	2	2
恋	1947	2	2
恋	1945	10	3
恋	1940	2	2
恋	1938	2	2
恋	1937	4	4
恋	1936	2	2
恋	1927	2	2
恋	1908	2	2
恋	1904	4	4
恋爱	year	sum(match_count)	sum(volume_count)
恋爱	2000	12860	4071
恋爱	1999	12043	4072
恋爱	1998	12895	4101
恋爱	1997	9824	3257
恋爱	1996	9682	3482
恋爱	1995	9507	3354
恋爱	1994	9938	3285
恋爱	1993	11284	4095
恋爱	1992	10070	3514
恋爱	1991	9523	3093
恋爱	1990	9382	3227
恋爱	1989	10417	3718
恋爱	1988	14086	4211
